region,cs,freq,ml,el,cswc,wc,tweet,author,lat,lon,,,,,,,,,,,,
o,f,0,,,,9, NBA:Gatorade \n PBA:Mineral Water \n Liga: ice water dfqqq, geney_reyca,8.478531,124.604436,,,,,,,,,,,,
o,f,0,,,,3, Paramdam ka naman, geney_reyca,8.478531,124.604436,,,,,,,,,,,,
o,f,0,c,,,4, Og nag 12 nagyud, geney_reyca,8.478532,124.604438,,,,,,,,,,,,
o,f,0,,,,6, WALANG TULUGAN \ud83d \ude0b \ud83d \udc95, geney_reyca,8.478532,124.604437,,,,,,,,,,,,
o,f,0,,,,9, What you want VS. what makes them happy #dilemma, quetteeduave,8.478626,124.64278,,,,,,,,,,,,
o,f,0,,,,13, My two little doggies @ Carmen Cagayan De Oro City http://t.co/sxeADX4Auv, martenboomsma,8.478869,124.637484,,,,,,,,,,,,
o,f,0,,,,13, Who walks whit who???? @ Carmen Cagayan De Oro City http://t.co/wEhgDH6d6u, martenboomsma,8.478869,124.637484,,,,,,,,,,,,
o,f,0,,,,6, @elinmayarias uyyyy. Bakit gising ka pa?, adiksayoSARAHG,8.478889,124.631715,,,,,,,,,,,,
o,f,0,,,,2, @vandiexplorer thanks :), butchishere,8.478942,124.737239,,,,,,,,,,,,
o,f,,,?,,11, @jaysan86 it is the lanyard that i got from u jays :) , butchishere,8.478943,124.737222,,,,,,,,,,,,
o,f,0,,,,13, Lycheee #Alone (@ VIP Hotel in Cagayan de Oro City) https://t.co/8GRlKg6sQk, junken8,8.479308,124.644707,,,,,,,,,,,,
o,f,0,,,,2, @elinmayarias hhaahaha..., adiksayoSARAHG,8.479432,124.627994,,,,,,,,,,,,
o,f,0,,,,16, I'm at PopRock Bakeshop and Caf \u00e9 in Cagayan De Oro https://t.co/a0wdsOd8rS, JaayLactuan,8.479481,124.643864,,,,,,,,,,,,
o,f,0,,,,15, Because of my oh my god thingy they wont stop teasing me! #Akward \ud83d \ude12, oohmylove09,8.479842,124.641295,,,,,,,,,,,,
o,f,0,c,,,5, Puti unta ko oy huhu, fenkygladis,8.479883,124.637093,,,,,,,,,,,,
o,f,0,,,,9, Thank You \u270c \ud83d \ude02 \ud83d \ude02 \ud83d \ude02  , ladie_mae,8.479981,124.660697,,,,,,,,,,,,
o,f,0,,,,5, The defense got delayed fck., TrixieThing,8.480256,124.651044,,,,,,,,,,,,
o,f,0,,,,7, @DeniseloveBebe delikado pa lumabas ngayong oras eh..., adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,7, @elinmayarias ayy... kaloka. Bakit umuwi ka agad?, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,7, @elinmayarias di uso tulog sa amin. Hahahaha, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,3, @elinmayarias hahahahaha... asuss!, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,3, @juncipriano Shoutout! Hahahaha, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,6, @minamahalSARAH @JustSarahG mang-iiwan talaga oh, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,3, Drops of Jupiter, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,3, Gutom na ako.. -.-, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,?,,12, Sana kasi may bukas na na Jollibee malapit dito sa bahay namin.. -.-, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,10, Tell me... did the wind sweep you off your feet?, adiksayoSARAHG,8.480258,124.631585,,,,,,,,,,,,
o,f,0,,,,6, Pain alters someone's personality... True., adiksayoSARAHG,8.480288,124.631581,,,,,,,,,,,,
o,f,0,,,,15, \u201c@Sexualgif: WANT THIS. http://t.co/JXSBGGgnqx \u201d \ud83d \ude4c \ud83d \ude4c \ud83d \ude4c, RobbyxCarpio,8.480481,124.631588,,,,,,,,,,,,
o,f,0,,,,5, all of the stars \u2728, RobbyxCarpio,8.480481,124.631588,,,,,,,,,,,,
o,f,0,,,,9, labada sa akong ulo oy \ud83d \ude2b \ud83d \udd2b  , bahogchaE,8.480576,124.650494,,,,,,,,,,,,
o,f,0,,,,17, I'm at CUMC (Capitol University Medical City) in Cagayan De Oro City https://t.co/BFmXLYQ9X7, sa_yeerah,8.480608,124.650655,,,,,,,,,,,,
o,f,0,,,,11, huuuu i wanna watch annabelle again or the equalizer \ud83d \udca4, RobbyxCarpio,8.480666,124.631655,,,,,,,,,,,,
o,f,0,,,,5, @minamahalSARAH @ShaGee10 sige na nga..., adiksayoSARAHG,8.480704,124.631859,,,,,,,,,,,,
o,f,0,,,,3, Good Morning xx, laureeeenne,8.480951,124.63178,,,,,,,,,,,,
o,f,0,,,,4, I am so confused, laureeeenne,8.480953,124.631781,,,,,,,,,,,,
o,f,0,,,,15, I'm at KFC in Cagayan de Oro City Misamis Oriental https://t.co/vvNhYSuu7r, ninotiro,8.48101,124.656084,,,,,,,,,,,,
o,f,0,,,,3, @Elladp094 short hair :), Loisanity,8.4812,124.729876,,,,,,,,,,,,
o,f,0,,,,8, \ud83d \ude0d \ud83d \udc4d http://t.co/6enRcGHdGG, fenkygladis,8.48126,124.638065,,,,,,,,,,,,
o,f,0,,,,13, Camiguin Bound!! \ud83d \udc95 \ud83d \udc95 #LMCSALESCONVENTION2014 @ Limketkai Center http://t.co/WrqCjkZlf3, theSuperNova23,8.481478,124.656096,,,,,,,,,,,,
o,f,0,,,,9, Coming Sooooon @ Shakey's Pizza http://t.co/OXSg1m34Dv, agent112778,8.481495,124.656124,,,,,,,,,,,,
o,f,,,,,19, Late lunch with mylove \ud83d \udc9d (@ Backyard Burger in Cagayan de Oro City Northern Mindanao) https://t.co/sCscu8TqK3, JaaamesBolivia,8.48155,124.648153,,,,,,,,,,,,
o,f,0,,,,2, Busiest day., ritchrojo,8.481594,124.654119,,,,,,,,,,,,
o,f,,,,,17, @detroit411 thats unfair you know. Traveling for golf. If I know the work is just 10% haha, zeniikki,8.481631,124.63598,,,,,,,,,,,,
o,f,0,,,,8, Nimal. Bibo nkay silang duha dris tindahan. Heeeeh, BreenaGwen,8.481633,124.733811,,,,,,,,,,,,
o,f,0,,,,14, Where is that old tweet of mine. I really need to retweet it NOW., BreenaGwen,8.481633,124.733811,,,,,,,,,,,,
o,f,0,c,,,4, @kayleighondra di pka mulakaw?, BreenaGwen,8.481704,124.733938,,,,,,,,,,,,
o,f,0,c,,,13, Lami kay ang tulog sakong inahan para akong pukawon daw mangayog balon. Atay, BreenaGwen,8.481704,124.733936,,,,,,,,,,,,
o,f,0,,,,16, Unsaon nakog lakaw nga natulog man akong inahan and wa pako natagaan ug balon \ud83d \ude1e, BreenaGwen,8.481704,124.733937,,,,,,,,,,,,
o,f,0,,,,13, I'm at Tangerine Cafe @Mallberry Suites in Cagayan https://t.co/Z59925iMZk, charlesmosqueda,8.481739,124.653977,,,,,,,,,,,,
o,f,0,,,,5, alagaa ko beeee \ud83d \ude2a, RobbyxCarpio,8.481755,124.63182,,,,,,,,,,,,
o,f,0,,,,6, @detroit411 ohmyyyy that's so beautiful!!! :(, zeniikki,8.481798,124.635639,,,,,,,,,,,,
o,f,0,,,,3, Good Morningggg \u2600, ErikaToni11,8.482001,124.637764,,,,,,,,,,,,
o,f,0,,,,4, @itsmehaven amazing grades!!! :-D, adiksayoSARAHG,8.482062,124.632214,,,,,,,,,,,,
o,f,0,,,,2, Oh Sunrise.. :-), adiksayoSARAHG,8.482062,124.632214,,,,,,,,,,,,
o,f,0,,,,18, Latte night for a switch (@ Starbucks Coffee in Cagayan de Oro City Misamis Oriental) https://t.co/8WTQox79tW, chalkcharcoal,8.482177,124.657295,,,,,,,,,,,,
o,f,0,,,,12, 66th JCI National Convention @ Cagayan de Oro Philippines http://t.co/1DThMom4mm  , jepprih,8.48222,124.647,,,,,,,,,,,,
o,f,0,,,,27, And so its all gone! \n Time to clean up the mess and pieces of debris that my heart has become after it \u2026 http://t.co/5kSjoTQeKo, Itchyfeet8,8.48222,124.647,,,,,,,,,,,,
o,f,0,,,,24, I've got all that I need \n Right here from your passenger seat... \n  \n #Driving #Car #Roadtrip #Travel \u2026 http://t.co/gapvdlbS1o, COCOhernandez,8.48222,124.647,,,,,,,,,,,,
o,f,0,,?,,11, Reality. \ud83d \udcbb #werqwerq @ Platyppines Media Solutions http://t.co/RCBospEiC9, GLovesLOVE,8.482337,124.650819,,,,,,,,,,,,
o,f,0,,,,7, @detroit411 are you going there for work?, zeniikki,8.482377,124.636404,,,,,,,,,,,,
o,f,,,,,20, @detroit411 yes kuya. I'll be on the road to visit several schools and invite them for our scholarship program, zeniikki,8.482377,124.636404,,,,,,,,,,,,
o,f,0,,,,6, Ligo sako \ud83d \udebf \ud83d \udebf, elaizachua,8.482438,124.644038,,,,,,,,,,,,
o,f,0,,,,28, time to jam!! i love this song.. \ud83d \ude0a \u2764 #TwoOccasions by @rnbjayr getting ready for my gigs soon!!! \ud83d \ude01 \ud83d \ude0a \u2026 http://t.co/dVwVJ8iySj, oreovamenta,8.482514,124.638138,,,,,,,,,,,,
o,f,0,,,,2, Good morning!  , annoyingmuhyan,8.482528,124.644924,,,,,,,,,,,,
o,f,0,,,,5, Thanks! U made me realize....., sa_yeerah,8.482672,124.656815,,,,,,,,,,,,
o,f,0,,,,4, like 10 more mins, rabadabadon,8.482682,124.734542,,,,,,,,,,,,
o,f,0,c,,,9, murag mka patay lagi ning suwang ni jodin ay, rabadabadon,8.482682,124.734542,,,,,,,,,,,,
o,f,0,,,,22, @sphlssndr: http://t.co/IWorNCPlg4HAHAHAHAHAHAA!!! \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude02 \ud83d \ude02 \ud83d \ude22 \ud83d \ude02, rabadabadon,8.482683,124.734542,,,,,,,,,,,,
o,f,0,,,,1, niight, rabadabadon,8.482683,124.734542,,,,,,,,,,,,
o,f,0,,,,4, OI HAPPY BDAY @sphlssndr, rabadabadon,8.482684,124.734542,,,,,,,,,,,,
o,f,0,c,,,6, Antos nasad ta ani ug dugay .., jkajoe25,8.482823,124.638595,,,,,,,,,,,,
o,f,0,c,,,3, Nitukar nasad bei .., jkajoe25,8.482824,124.638594,,,,,,,,,,,,
o,f,0,,,,5, Excited to meet him. Tralalalalala, jkajoe25,8.482825,124.638593,,,,,,,,,,,,
o,f,0,,,,6, @iam_bergzhou ahaha... Ako kitaon unya. Haha, jhez4you,8.482888,124.656222,,,,,,,,,,,,
o,f,0,,,,5, dugaya sa manghilotay haha xx, khaylabells,8.482917,124.663895,,,,,,,,,,,,
o,f,0,,,,2, badadaai :* @patterflyyy, khaylabells,8.482919,124.663895,,,,,,,,,,,,
o,f,0,,,,7, Black and white http://t.co/Te87sDPJdE, khaylabells,8.482919,124.663892,,,,,,,,,,,,
o,f,0,e,,,15, Breakfast with Marco. #wildhoneybacon #foodie #vscocam #vscophile #vsco #instadaily @ Missy Bonbon http://t.co/F2QZYG3OOi  , cminmontes,8.48299,124.655876,,,,,,,,,,,,
o,f,0,,?,,11, Team Lunch. \ud83d \ude04 @ Kagay-anon Restaurant http://t.co/S5K0hJnALz, itskima,8.482999,124.656136,,,,,,,,,,,,
o,f,0,,,,15, \u201c@Pinoy_Humor: Let your attitude attract someone because beauty is not a lifetime asset. \u201d, oohmylove09,8.483011,124.644033,,,,,,,,,,,,
o,f,0,t,,,17, \u201c@PrinceOfBanats: Ang pag-ibig ko sayo ay parang TAHO. Mabigat mang dalhin ipagsisigawan ko parin. \u201d, ilabyougonzales,8.483075,124.644032,,,,,,,,,,,,
o,f,0,,,,7, @MovieQuotes___0: Titanic \u2661 http://t.co/8RvxokqpaA, JamAisTago,8.483107,124.646214,,,,,,,,,,,,
o,f,0,,,,2, fueled up, jkdgm25,8.483131,124.658897,,,,,,,,,,,,
o,f,0,,,,5, Night. http://t.co/wqdVkP2Hkl, JamAisTago,8.483156,124.646221,,,,,,,,,,,,
o,f,0,,,,5, Feelings do come and go, michellooove,8.483186,124.660086,,,,,,,,,,,,
o,f,0,,,,1, Gaga!, cottoncndydream,8.483187,124.655561,,,,,,,,,,,,
o,f,0,,,,1, @redtail, saaamraianne,8.483203,124.654375,,,,,,,,,,,,
o,f,0,,,,7, Jgh ohh eyes \ud83d \ude23 \ud83d \udc40  , JaneJairish,8.483266,124.636368,,,,,,,,,,,,
o,f,0,,,,13, Lunchdate \ud83c \udf64 \ud83c \udf64 @ Redtail Shrimps &amp; More http://t.co/lKDXJ8y5Pl, rockeeyrood,8.483294,124.654345,,,,,,,,,,,,
o,f,0,,,,25, 10 Things That Are AWESOME About Being Short | SMOSH http://t.co/wkTBgv6y5E via @smosh HAHAHAHA THUMBS UP!l \ud83d \udc4c \ud83d \udc4c \ud83d \ude02, kringsquared,8.483692,124.734931,,,,,,,,,,,,
o,f,0,,,,7, @DeniseloveBebe waley pa bukas na tindahan eh, adiksayoSARAHG,8.483867,124.632842,,,,,,,,,,,,
o,f,0,,,,6, @elinmayarias ang aga mo naman nagising..., adiksayoSARAHG,8.483867,124.632842,,,,,,,,,,,,
o,f,,,,,13, Family \ud83d \udc96 \ud83d \udc96 \ud83d \udc96 \ud83d \udc96 http://t.co/BQnpJtzKgz, pamela_olaguera,8.483888,124.651164,,,,,,,,,,,,
o,f,0,,,,2, @gumilaogeoia ahermmmsss, pamela_olaguera,8.4839,124.651192,,,,,,,,,,,,
o,f,0,,,,6, Ha naa ka lakaw unya? @gumilaogeoia, pamela_olaguera,8.483904,124.651194,,,,,,,,,,,,
o,f,0,,,,10, @gumilaogeoia shhhh \ud83d \ude09 \ud83d \ude09 \ud83d \ude09 \ud83d \ude09, pamela_olaguera,8.48391,124.651206,,,,,,,,,,,,
o,f,,,,,12, @drinkingsmokin: That one party you'll never forget \ud83d \ude1d \ud83d \ude1d, pamela_olaguera,8.483918,124.651168,,,,,,,,,,,,
o,f,,,,,21, @drinkingsmokin: Me last night vs. this morning http://t.co/cDY1VNqv9F they said that i was flying \ud83d \ude12 \ud83d \ude12, pamela_olaguera,8.483921,124.651176,,,,,,,,,,,,
o,f,0,,,,3, walay tarong klase  , princessjando,8.484007,124.645789,,,,,,,,,,,,
o,f,0,,,,9, #mirrorselfie @ Mabolo st. Carmen CDOC http://t.co/RPAgvLgeac, akosiTOOKiP,8.484051,124.632659,,,,,,,,,,,,
o,f,0,,,,6, And the moon shines so bright., karlborough,8.484192,124.64397,,,,,,,,,,,,
o,f,0,,,,2, Missing youuuu. :(, karlborough,8.484192,124.64397,,,,,,,,,,,,
o,f,0,,,,7, God wake me up so im Blessed ! :), itsmeefaye143,8.484201,124.736289,,,,,,,,,,,,
o,f,0,,,,4, Thank god im awake ! :), itsmeefaye143,8.484201,124.736288,,,,,,,,,,,,
o,f,0,,,,9, The sky is awake so im awake \ud83d \ude0a, itsmeefaye143,8.484201,124.736288,,,,,,,,,,,,
o,f,0,,,,7, \ud83d \ude1d happy motmot vicerylle &lt;3, caliegan14,8.48427,124.64667,,,,,,,,,,,,
o,f,0,,,,4, Good morning \ud83d \ude1c, caliegan14,8.48427,124.64667,,,,,,,,,,,,
o,f,0,,,,9, Home alone yet again. Time to study \ud83d \ude2d, franceschiong,8.484298,124.653014,,,,,,,,,,,,
o,f,0,e,,,10, I'm at Cagayan De Oro https://t.co/C2Z1UrvkIR, Janpopinjay,8.48439,124.650174,,,,,,,,,,,,
o,f,0,,,,10, @XUCSG Do we have to wear our uniforms on Monday? :), karlborough,8.484457,124.643859,,,,,,,,,,,,
o,f,0,,,,5, @azispandita ah..yah. haha thanks!, JiiiiLLLLvelez,8.484459,124.64386,,,,,,,,,,,,
o,f,0,,,,9, Do we have to wear our uniforms on Monday? :), karlborough,8.484466,124.643862,,,,,,,,,,,,
o,f,0,,,,11, Just posted a photo @ Seda Hotel Centrio http://t.co/qsjcbyXYDQ, janoyjanilaa,8.484548,124.650518,,,,,,,,,,,,
o,f,0,e,,,1, Jgh, WilsonTiu,8.484567,124.63859,,,,,,,,,,,,
o,f,0,,,,18, late check in (@ Centrio Ayala Mall CDO in Cagayan De Oro City Misamis Oriental) https://t.co/CWS2PwU1l3, andreeeaechem,8.484608,124.650865,,,,,,,,,,,,
o,f,0,,,,4, This must be love, andrea8211999,8.484629,124.664821,,,,,,,,,,,,
o,f,0,,,,5, @ken_villaflor :* http://t.co/ltlsIwnL2N, andrea8211999,8.48463,124.664822,,,,,,,,,,,,
o,f,0,,,,1, Dumb, andrea8211999,8.48463,124.664821,,,,,,,,,,,,
o,f,0,,,,4, http://t.co/qbWmU4IZO9, andrea8211999,8.48463,124.664831,,,,,,,,,,,,
o,f,0,,,,2, PiAno tiles, andrea8211999,8.48463,124.664821,,,,,,,,,,,,
o,f,0,,,,1, Retweet, andrea8211999,8.48463,124.664804,,,,,,,,,,,,
o,f,0,,,,2, @andrea8211999 @ken_villaflor, andrea8211999,8.484631,124.664825,,,,,,,,,,,,
o,f,0,,,,2, Alexander McQueen, andrea8211999,8.484631,124.664813,,,,,,,,,,,,
o,f,0,,,,2, Big dope, andrea8211999,8.484631,124.664813,,,,,,,,,,,,
o,f,0,,,,2, Dealer money, andrea8211999,8.484631,124.664813,,,,,,,,,,,,
o,f,0,,,,1, Detroit, andrea8211999,8.484631,124.664813,,,,,,,,,,,,
o,f,0,,,,4, Fuck all skinny bitches, andrea8211999,8.484631,124.664817,,,,,,,,,,,,
o,f,0,,,,5, He was getting some coins, andrea8211999,8.484631,124.664813,,,,,,,,,,,,
o,f,0,,,,9, I want to see all the big fat ass, andrea8211999,8.484631,124.664817,,,,,,,,,,,,
o,f,0,,,,5, OhmyGod! Look at her butt, andrea8211999,8.484631,124.664813,,,,,,,,,,,,
o,f,0,,,,2, Rain again, andrea8211999,8.484631,124.664826,,,,,,,,,,,,
o,f,0,,,,8, Then? What's next http://t.co/hIrK2M1GqI, andrea8211999,8.484633,124.664779,,,,,,,,,,,,
o,f,0,,,,6, With sistet http://t.co/LnbND2Ry4g, andrea8211999,8.484633,124.664779,,,,,,,,,,,,
o,f,0,,,,15, I'm at @FigaroCoffeeph in Cagayan de Oro City Misamis Oriental https://t.co/trnKeJEHtg, Redjiedine,8.484648,124.656154,,,,,,,,,,,,
o,f,0,e,,,15, Boring? Yes it's so boring :3 Bored it is @ken_villaflor http://t.co/11wW9glB2h, andrea8211999,8.48466,124.66477,,,,,,,,,,,,
o,f,0,,,,1, #bitch , andrea8211999,8.484668,124.664759,,,,,,,,,,,,
o,f,0,,,,1, #cherlloyd , andrea8211999,8.484668,124.664759,,,,,,,,,,,,
o,f,0,,,,1, #halloween , andrea8211999,8.484668,124.664759,,,,,,,,,,,,
o,f,0,,,,1, #iggyAzalea , andrea8211999,8.484668,124.664759,,,,,,,,,,,,
o,f,0,,,,5, Sexy http://t.co/3L8LubrxS6 , andrea8211999,8.484668,124.664759,,,,,,,,,,,,
o,f,0,,,,21, You know why they put oxygen masks on planes? So you get high become euphoric docile then you accept your fate, khaixxxi,8.484675,124.651075,,,,,,,,,,,,
o,f,0,,,,15, Kay wala nitunga ang kasabot \ud83d \ude15 @ Bo's Coffee Centrio http://t.co/eCTFEBx69C, sozie,8.484723,124.651134,,,,,,,,,,,,
o,f,0,,,,26, Last night was dimsum night with the girls \ud83d \udc78 \ud83d \udc4c \ud83d \udc8b #vscocam #foodgram #yumm @ Harbour City Dimsum House \u2026 http://t.co/8RgCOEac2W, thewickedvix,8.484738,124.651447,,,,,,,,,,,,
o,f,0,,,,17, A Mental Health Forum. Fighting Stigma Building Hope. #MentalHealth #Psychiatry #Forum @ Middleton \u2026 http://t.co/E5DnI5MJzy, Romeoluzanojr,8.484739,124.633653,,,,,,,,,,,,
o,f,0,,,,14, Chinese for lunch! (@ Harbour City in Cagayan De Oro City) https://t.co/kt1bZPH1Zf , wiIdchild,8.48474,124.651476,,,,,,,,,,,,
o,f,0,,,,23, Until next time dimpz! I missed you! Thanks! \ud83d \ude09 \ud83d \ude18 @ Mesa Centrio Ayala Cagayan De Oro City http://t.co/nWXRCIWs7c, SiAnnaGiannella,8.484742,124.65139,,,,,,,,,,,,
o,f,,,,,21, Friends are kisses blown to us by angels \ud83c \udf38 Day 91/100 #100happydaysofJen #tbt @ Yellowcab Centrio http://t.co/E7curPMXN9  , charljenjimenez,8.484766,124.651296,,,,,,,,,,,,
o,f,0,,,,16, I'm at Centrio - @ayalamalls in Cagayan de Oro City Misamis Oriental http://t.co/Ao2aWE84fc, KAYCpykreme,8.484767,124.651158,,,,,,,,,,,,
o,f,0,,,,16, I'm at Centrio - @ayalamalls in Cagayan de Oro City Misamis Oriental http://t.co/xAZotyPo4v, KAYCpykreme,8.484767,124.651158,,,,,,,,,,,,
o,f,0,,,,16, I'm at Centrio - @ayalamalls in Cagayan de Oro City Misamis Oriental https://t.co/DH6l9Qxs2D , andreeeaechem,8.484767,124.651158,,,,,,,,,,,,
o,f,0,,,,16, I'm at Centrio - @ayalamalls in Cagayan de Oro City Misamis Oriental https://t.co/LZ0AtQVx0b, lailalav,8.484767,124.651158,,,,,,,,,,,,
o,f,0,,,,27, Dont hate Mondays pig out on it. Weee. \ud83d \ude04 \ud83d \ude0d \ud83c \udf69 \ud83c \udf74 \n  \n #krispykreme #yeeey #happytummies #foodie \u2026 http://t.co/7Oz9a7EtvQ, iamaljeenalone,8.484778,124.651155,,,,,,,,,,,,
o,f,0,,,,4, \ud83d \ude1e \ud83d \ude29, dsnllclycy,8.484792,124.655463,,,,,,,,,,,,
o,f,0,,,,4, @WagTANGApls_ happy 29k :))) hehehehehehh, jkajoe25,8.484959,124.64926,,,,,,,,,,,,
o,f,0,,,,7, I really love music .. \u2661 \u2661 \u2661, jkajoe25,8.484959,124.64926,,,,,,,,,,,,
o,f,0,,,,12, I'm here on Twitter because my family is on Facebook. Haha, jkajoe25,8.484959,124.64926,,,,,,,,,,,,
o,f,0,,,,16, Today's color: Watsons' Green! XD #offToGo @ Tune Hotel Cagayan De Oro http://t.co/6b0bh3kqii, dwaynekevins,8.485079,124.654888,,,,,,,,,,,,
o,f,0,,,,16, Reunited. \ud83d \ude02 \ud83d \ude0d \ud83d \ude18 \ud83d \ude04 \ud83d \ude03 @ Centrio http://t.co/2LIsAb4SOL, LabmeeT,8.485127,124.651201,,,,,,,,,,,,
o,f,0,,,,10, Yesterday's alone time :) #nomnom @ Centrio http://t.co/I4NXExS1rD, asdfghjklmarl,8.485127,124.651201,,,,,,,,,,,,
o,f,0,,,,11, \ud83d \ude4a @ Bench Fix Salon - Centrio Mall http://t.co/mubdr9CZn1, srslyev,8.485326,124.651003,,,,,,,,,,,,
o,f,0,,?,,6, People nowadays. Haaaay. \ud83d \ude29 \u274c, zuppMj,8.485378,124.650806,,,,,,,,,,,,
o,f,0,,,,3, Good morning saturday! :), yzagurl,8.485496,124.649482,,,,,,,,,,,,
o,f,0,,,,16, I don't wanna go home.... @ Mindanao University of Science and Technology http://t.co/fzjXekS8cX, brendatwl,8.485695,124.656522,,,,,,,,,,,,
o,f,0,,,,2, Good morning:-), benjiesmanuel,8.485833,124.631658,,,,,,,,,,,,
o,f,0,,,,4, I can't decide, caliegan14,8.485892,124.646736,,,,,,,,,,,,
o,f,0,,,,8, I really want to watch divine tomorrow lol, caliegan14,8.485892,124.646736,,,,,,,,,,,,
o,f,0,,,,4, That would be awesome, caliegan14,8.485892,124.646736,,,,,,,,,,,,
o,f,0,,,,4, They're in tears, caliegan14,8.485892,124.646736,,,,,,,,,,,,
o,f,0,,?,,9, Waiting for hyo's close up in tears lol, caliegan14,8.485892,124.646736,,,,,,,,,,,,
o,f,0,,,,13, Sick days. \ud83c \udfe5 @ Cagayan de Oro Medical Center http://t.co/HXTrOmpVuz, beelovesal,8.485895,124.647051,,,,,,,,,,,,
o,f,0,,,,20, New #books for meee yeeey :3 #thetimetravelerswife #sundayattiffany's :3 @ C.M Recto Ave.brgy.26 http://t.co/5I9X6gIMfL, akosibaniii,8.485898,124.653708,,,,,,,,,,,,
o,f,0,,,,20, New #books for meee yeeey :3 #thetimetravelerswife #sundayattiffany's :3 @ C.M Recto Ave.brgy.26 http://t.co/hAnBiTcLoP, akosibaniii,8.485898,124.653708,,,,,,,,,,,,
o,f,0,,,,9, @FemaleTexts: i wanna meet the male version of me , lulubelsss,8.486018,124.646881,,,,,,,,,,,,
o,f,0,,,,3, Karaoke moments :&gt; , lulubelsss,8.486018,124.646881,,,,,,,,,,,,
o,f,0,,,,9, Early dinner party at crush's house \u263ahahaha yaaay, pmlxxrs,8.486059,124.588365,,,,,,,,,,,,
o,f,0,,,,2, \ud83d \udc94, HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,5, #YES http://t.co/B17IkszWZZ, HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,18, Before you go to sleep pray first. \ud83d \ude4f \ud83d \ude01 \n  \n Good night there people!! \u2764 \ufe0f, HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,8, Hey you there i'm sorry. \ud83d \ude22, HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,5, I'm gonna show yah!!, HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,5, It's so annoyingly annoying., HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,3, Tell me why?, HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,7, Vanilla Ice Cream!! \u2764 \ufe0f \ud83c \udf66, HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,2, Wanna bet?, HungJiden,8.486229,124.659264,,,,,,,,,,,,
o,f,0,,,,16, \ud83d \ude02 \ud83d \ude02 yung mukha ni bays. \ud83d \ude02 \ud83d \ude02 \ud83d \ude02 \ud83d \ude2d, eyosslove14,8.486254,124.58021,,,,,,,,,,,,
o,f,0,,,,13, ASDFHGJKL This Guys Inlove With You Mare. \ud83d \ude0d \ud83d \ude0d \ud83d \ude0d, eyosslove14,8.486254,124.58021,,,,,,,,,,,,
o,f,0,,,,6, Hala si Vicekee ooh. \ud83d \udc36, eyosslove14,8.486254,124.58021,,,,,,,,,,,,
o,f,0,,,,3, Jwu \ud83d \ude0a, eyosslove14,8.486254,124.58021,,,,,,,,,,,,
o,f,0,,?,,6, Santolan festival \ud83d \ude02 \ud83d \ude02, eyosslove14,8.486254,124.58021,,,,,,,,,,,,
o,f,0,c,,,8, Grabe kaayo mamangka x HAHA pangka jd kaayo, hazelfaelnar07,8.486267,124.650291,,,,,,,,,,,,
o,f,0,,,,3, Wala oy haha, hazelfaelnar07,8.486267,124.650291,,,,,,,,,,,,
o,f,0,,,,12, Zara for tomorrow's The BRAIN Gala \u2665 http://t.co/U7vOmWb5J4, MikkoMahinay,8.486312,124.647017,,,,,,,,,,,,
o,f,0,,,,11, Its sad to know that I wasn't enough after all..., heyhanimajxvi,8.486491,124.639746,,,,,,,,,,,,
o,f,0,,,,5, Headphones plugged in \ud83c \udfa7, heyhanimajxvi,8.486523,124.639743,,,,,,,,,,,,
o,f,0,e,,,19, Its been a long time (@ Mang Cha-a in Cagayan de Oro City Misamis Oriental) http://t.co/H0DsIAlqXy, ShairaMV,8.486763,124.639017,,,,,,,,,,,,
o,f,0,,,,24, When suddenly all the people around you disappears when you are with him... Felt it once now im dying to feel it again... #DefineMAGIC, mooomai729,8.486838,124.639286,,,,,,,,,,,,
o,f,0,c,,,5, G.labad akong ulo :( hohoho, kikayigat,8.48685,124.639537,,,,,,,,,,,,
